Status/Delivery Method,Capacity,Seats Taken,Seats Remaining,CRN,Course Code,Course Name,Credits,Class Days,Class Start Time,Class End Time,Class Location,Exam Days,Exam Start Time,Exam End Time,Exam Location,Instructor,Term Length
on campus,30,28,0,14369,PHT 7399C,Physical Therapy Practice VI,2,,,,Online (Virtual),M T W R F,08:00am,05:00pm,TBA,"Shamus, E.",Full Term
distance learning,6,5,0,12289,PHT 7500,Wellness and Health Promotion,3,,,,Online (Virtual),,,,,STAFF,Full Term
distance learning,32,30,0,11295,PHT 7529,PDS VII-Prep for Profession,2,,,,Online (Virtual),,,,,"Shamus, E.",Full Term
off campus,3,3,0,15772,PHT 7910,Independent Study V,1,,,,Off Campus Site TBA TBA,,,,,"Donald, E.",Full Term
off campus,2,2,0,12266,PHT 7910,Independent Study V,1,,,,Off Campus Site TBA TBA,,,,,"van Duijn, A.",Full Term
off campus,2,2,0,15773,PHT 7910,Independent Study V,1,,,,Off Campus Site TBA TBA,,,,,"Sillevis, R.",Full Term
off campus,32,30,0,11512,PHT 7946,App Pt-Clinical Education IV,3,,,,Off Campus Site TBA TBA,,,,,"van Duijn, J.",Full Term
off campus,32,30,0,14372,PHT 7947,App PT-Clinical Education V,3,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
off campus,1,1,0,15236,PHT 7973,Independent Research III,2,,,,Off Campus Site TBA TBA,,,,,STAFF,Full Term
off campus,1,1,0,15254,PHT 7974,Independent Research IV,2,,,,Off Campus Site TBA TBA,,,,,STAFF,Full Term
off campus,2,2,0,15777,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"van Duijn, J.",Full Term
off campus,2,2,0,15776,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Elokda, A.",Full Term
off campus,4,4,0,15775,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Templeton, E.",Full Term
off campus,2,2,0,15774,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Erickson, M.",Full Term
off campus,4,4,0,14140,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Shamus, E.",Full Term
off campus,6,6,0,14139,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Sillevis, R.",Full Term
off campus,2,2,0,14138,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"Lee, K.",Full Term
off campus,2,2,0,14137,PHT 7975,Independent Research V,1,,,,Off Campus Site TBA TBA,,,,,"van Duijn, A.",Full Term
distance learning,72,5,10,10102,PHY 2020,Conceptual Physics,3,T R,01:30pm,02:45pm,Online (Virtual),T,12:30pm,02:45pm,Online (Virtual),"Fauerbach, M.",Full Term
closed,48,0,0,14857,PHY 2048,General Physics I,3,M W F,09:30am,10:20am,Seidler Hall 220,S,07:30am,09:45am,Seidler Hall 220,"Khong, H.",Full Term
on campus,72,28,0,14856,PHY 2048,General Physics I,3,M W F,07:30am,08:20am,Seidler Hall 220,W,07:30am,09:45am,Seidler Hall 220,"Sakharuk, A.",Full Term
closed,48,0,0,14858,PHY 2048,General Physics I,3,T R,12:00pm,01:15pm,Seidler Hall 220,R,10:00am,12:15pm,Seidler Hall 220,"Khong, H.",Full Term
on campus,24,5,0,14866,PHY 2048L,General Physics I Laboratory,1,W,09:30am,11:10am,Griffin Hall 209,,,,,"Sakharuk, A.",Full Term
closed,24,0,0,13906,PHY 2048L,General Physics I Laboratory,1,M,11:30am,01:10pm,Griffin Hall 209,,,,,"Khong, H.",Full Term
on campus,24,13,0,14865,PHY 2048L,General Physics I Laboratory,1,M,09:30am,11:10am,Griffin Hall 209,,,,,"Sakharuk, A.",Full Term
closed,24,0,0,14980,PHY 2048L,General Physics I Laboratory,1,F,01:30pm,03:10pm,Griffin Hall 209,,,,,"Khong, H.",Full Term
closed,24,0,0,14867,PHY 2048L,General Physics I Laboratory,1,W,11:30am,01:10pm,Griffin Hall 209,,,,,"Khong, H.",Full Term
on campus,24,3,0,16159,PHY 2048L,General Physics I Laboratory,1,R,09:30am,11:10am,Griffin Hall 209,,,,,"Tonero, A.",Full Term
on campus,24,11,0,14864,PHY 2048L,General Physics I Laboratory,1,F,11:30am,01:10pm,Griffin Hall 209,,,,,"Panek, R.",Full Term
on campus,15,7,0,15478,PHY 2049,Hnrs:General Physics II,3,T R,07:30am,08:45am,Griffin Hall 267,T,07:30am,09:45am,Griffin Hall 267,"Watanabe, K.",Full Term
on campus,72,2,0,14859,PHY 2049,General Physics II,3,T R,07:30am,08:45am,Seidler Hall 220,T,07:30am,09:45am,Seidler Hall 220,"Tonero, A.",Full Term
closed,48,0,0,14860,PHY 2049,General Physics II,3,T R,10:30am,11:45am,Seidler Hall 220,T,10:00am,12:15pm,Seidler Hall 220,"Watanabe, K.",Full Term
closed,24,0,0,14872,PHY 2049L,General Physics II Laboratory,1,R,01:30pm,03:10pm,Griffin Hall 267,,,,,"Tonero, A.",Full Term
on campus,15,9,0,15479,PHY 2049L,Hnrs:GenPhysics II Laboratory,1,F,09:30am,11:10am,Griffin Hall 267,,,,,"Watanabe, K.",Full Term
on campus,24,1,0,16216,PHY 2049L,General Physics II Laboratory,1,W,11:30am,01:10pm,Griffin Hall 267,,,,,"Tonero, A.",Full Term
closed,24,0,0,14869,PHY 2049L,General Physics II Laboratory,1,M,11:30am,01:10pm,Griffin Hall 267,,,,,"Sakharuk, A.",Full Term
closed,24,0,0,14870,PHY 2049L,General Physics II Laboratory,1,T,01:30pm,03:10pm,Griffin Hall 267,,,,,"Tonero, A.",Full Term
closed,24,0,0,14871,PHY 2049L,General Physics II Laboratory,1,W,03:30pm,05:10pm,Griffin Hall 267,,,,,"Tonero, A.",Full Term
closed,72,0,0,14863,PHY 2053,College Physics I,3,T R,01:30pm,02:45pm,Seidler Hall 220,T,12:30pm,02:45pm,Seidler Hall 220,"Watanabe, N.",Full Term
closed,96,0,0,14861,PHY 2053,College Physics I,3,M W F,11:30am,12:20pm,Seidler Hall 220,S,10:00am,12:15pm,Seidler Hall 220,"Amos, N.",Full Term
closed,24,0,0,16150,PHY 2053,College Physics I,3,M W F,08:30am,09:20am,Griffin Hall 267,W,08:15pm,10:30pm,Griffin Hall 267,"Watanabe, K.",Full Term
closed,24,0,0,16149,PHY 2053L,College Physics I Laboratory,1,F,09:30am,11:10am,Griffin Hall 209,,,,,"Watanabe, N.",Full Term
closed,24,0,0,16148,PHY 2053L,College Physics I Laboratory,1,M,03:30pm,05:10pm,Griffin Hall 209,,,,,"Tonero, A.",Full Term
on campus,24,4,0,13931,PHY 2053L,College Physics I Laboratory,1,F,03:30pm,05:10pm,Griffin Hall 209,,,,,"Panek, R.",Full Term
closed,24,-1,0,13918,PHY 2053L,College Physics I Laboratory,1,R,11:30am,01:10pm,Griffin Hall 209,,,,,"Watanabe, N.",Full Term
closed,24,0,0,13917,PHY 2053L,College Physics I Laboratory,1,T,11:30am,01:10pm,Griffin Hall 209,,,,,"Amos, N.",Full Term
closed,24,0,0,14876,PHY 2053L,College Physics I Laboratory,1,W,01:30pm,03:10pm,Griffin Hall 209,,,,,"Amos, N.",Full Term
closed,24,0,0,14874,PHY 2053L,College Physics I Laboratory,1,T,09:30am,11:10am,Griffin Hall 209,,,,,"Amos, N.",Full Term
closed,24,0,0,14873,PHY 2053L,College Physics I Laboratory,1,M,01:30pm,03:10pm,Griffin Hall 209,,,,,"Amos, N.",Full Term
on campus,96,6,0,13924,PHY 2054,College Physics II,3,T R,09:00am,10:15am,Seidler Hall 220,R,07:30am,09:45am,Seidler Hall 220,"Watanabe, N.",Full Term
closed,24,-1,0,15078,PHY 2054L,College Physics II Laboratory,1,M,09:30am,11:10am,Griffin Hall 267,,,,,"Watanabe, N.",Full Term
closed,24,-2,0,15477,PHY 2054L,College Physics II Laboratory,1,W,01:30pm,03:10pm,Griffin Hall 267,,,,,"Watanabe, N.",Full Term
on campus,24,9,0,16202,PHY 2054L,College Physics II Laboratory,1,M,01:30pm,03:10pm,Griffin Hall 267,,,,,"Tonero, A.",Full Term
closed,24,0,0,14040,PHY 2054L,College Physics II Laboratory,1,T,03:30pm,05:10pm,Griffin Hall 267,,,,,"Watanabe, N.",Full Term
on campus,12,3,0,14977,PHY 3101,Intro. to Modern Physics,3,T R,01:30pm,02:45pm,Griffin Hall 209,T,12:30pm,02:45pm,Griffin Hall 209,"Khong, H.",Full Term
on campus,12,2,0,14976,PHY 3221,Intermediate Mechanics,4,T R,07:30am,09:15am,Merwin Hall 105,T,07:30am,09:45am,Merwin Hall 105,"Sakharuk, A.",Full Term
on campus,12,7,0,14978,PHY 3513,Thermal-Statistical Physics,3,T R,10:30am,11:45am,Merwin Hall 127,T,10:00am,12:15pm,Merwin Hall 127,"Sakharuk, A.",Full Term
closed,2,0,0,16256,PHY 4910,Directed Independent Research,3,,,,Off Campus Site TBA TBA,,,,,"Watanabe, K.",Full Term
closed,1,0,0,16255,PHY 4911,Senior Project in Physics,3,,,,Off Campus Site TBA TBA,,,,,"Sakharuk, A.",Full Term
closed,4,0,0,16257,PHY 4950,Senior Project Presentation,1,,,,Off Campus Site TBA TBA,,,,,"Watanabe, K.",Full Term
distance learning,45,24,10,10908,PLA 1003,Introduction to Law,3,,,,Online (Virtual),,,,,"Kleeger, J.",Full Term
on campus,50,15,10,10907,PLA 1003,Introduction to Law,3,W,04:30pm,07:15pm,Whitaker Hall 101,,,,,"Grossman, K.",Full Term
distance learning,25,14,5,10910,PLA 3116,Legal Research & Writing,3,,,,Online (Virtual),,,,,"Diotalevi, R.",Full Term
on campus,25,1,10,10909,PLA 3116,Legal Research & Writing,3,M,04:30pm,07:15pm,Griffin Hall 114,,,,,"Steckler, D.",Full Term
on campus,46,24,10,13087,PLA 3205,Courtroom Techniques,3,T,04:30pm,07:15pm,Merwin Hall 110,,,,,"O'Donnell, T.",Full Term
on campus,45,10,10,15765,PLA 3240,Alternative Dispute Resolution,3,M,04:30pm,07:15pm,Merwin Hall 110,,,,,"Grossman, K.",Full Term
distance learning,45,13,10,10913,PLA 3277,Torts,3,,,,Online (Virtual),,,,,"Kleeger, J.",Full Term
distance learning,45,14,10,10914,PLA 3428,Contracts,3,,,,Online (Virtual),,,,,"Diotalevi, R.",Full Term
distance learning,45,21,10,10917,PLA 3703,Professional Ethics,3,,,,Online (Virtual),,,,,"Diotalevi, R.",Full Term
on campus,45,27,10,15766,PLA 3764,Law Office Management,3,R,05:30pm,08:15pm,Griffin Hall 109,,,,,"Evans, M.",Full Term
distance learning,45,14,0,12806,PLA 4530,Elder Law,3,,,,Online (Virtual),,,,,"Pica, M.",Full Term
distance learning,45,8,10,12807,PLA 4570,Globalization &the Rule of Law,3,,,,Online (Virtual),,,,,"Wenzel, S.",Full Term
on campus,45,20,10,14927,PLA 4605,"Wills, Trusts, and Estates",3,W,05:30pm,08:15pm,Merwin Hall 110,,,,,STAFF,Full Term
on campus,35,25,0,15949,PLA 4933,ST: Moot Court,3,W,05:30pm,08:15pm,Merwin Hall 103,,,,,"Evans, M.",Full Term
distance learning,60,58,0,15184,PLA 4940,Internship,0,,,,Online (Virtual),,,,,"Jacobi, J.",Full Term
closed,50,0,10,13685,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Bevarly, D.",Full Term
closed,50,0,10,13686,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Fiigon, M.",Full Term
on campus,49,33,9,14796,POS 2041,American National Government,3,T,03:00pm,04:15pm,Griffin Hall 215,,,,,"Heeney, T.",Full Term
on campus,30,7,6,14782,POS 2041,Hnrs:American Nat'l Government,3,T R,09:00am,10:15am,University Library Classroom 467,,,,,"Coughlin, R.",Full Term
on campus,49,24,9,13677,POS 2041,American National Government,3,R,10:30am,11:45am,Daniels Public Media Center 111,,,,,"Fryer, M.",Full Term
on campus,49,21,9,11256,POS 2041,American National Government,3,R,09:00am,10:15am,Reed Hall 236,,,,,"Banyai, C.",Full Term
distance learning,50,22,10,11255,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Bevarly, D.",Full Term
on campus,49,37,9,11254,POS 2041,American National Government,3,R,03:00pm,04:15pm,Griffin Hall 215,,,,,"Heeney, T.",Full Term
on campus,49,23,9,11253,POS 2041,American National Government,3,R,12:00pm,01:15pm,Reed Hall 236,,,,,"Banyai, C.",Full Term
on campus,49,2,9,11252,POS 2041,American National Government,3,T,12:00pm,01:15pm,Reed Hall 236,,,,,"Elaine, E.",Full Term
distance learning,50,21,10,13687,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Fiigon, M.",Full Term
distance learning,50,9,10,13692,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Gibbons, S.",Full Term
distance learning,50,30,10,13694,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Gibbons, S.",Full Term
distance learning,50,35,10,13695,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Banyai, C.",Full Term
on campus,49,27,9,13696,POS 2041,American National Government,3,T,09:00am,10:15am,Reed Hall 236,,,,,"Elaine, E.",Full Term
distance learning,50,47,10,13780,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Heeney, T.",Full Term
distance learning,50,40,10,13781,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Fryer, M.",Full Term
distance learning,50,35,10,14329,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Fryer, M.",Full Term
distance learning,50,11,10,14913,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Elaine, E.",Full Term
closed,50,0,10,11249,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Reiners, D.",Full Term
distance learning,50,19,10,11250,POS 2041,American National Government,3,,,,Online (Virtual),,,,,"Pavelka, S.",Full Term
on campus,49,15,9,11251,POS 2041,American National Government,3,T,10:30am,11:45am,Daniels Public Media Center 111,,,,,"Fryer, M.",Full Term
on campus,35,16,0,11258,POS 3043,Amer. Political Institutions,3,T,03:00pm,04:15pm,Merwin Hall 125,,,,,"Bergerson, P.",Full Term
on campus,35,4,7,12757,POS 3411,The Modern Presidency,3,R,09:00am,10:15am,Griffin Hall 172,,,,,"Green, R.",Full Term
on campus,35,14,7,11260,POS 3424,Legislative Process,3,T,09:00am,10:15am,Griffin Hall 172,,,,,"Bergerson, P.",Full Term
closed,35,0,0,15421,POS 3691,"Law, Politics, and Society",3,T,10:30am,11:45am,Academic Building Nine 214,,,,,"Pavelka, S.",Full Term
on campus,35,17,0,11261,POS 3703,Intro to Pol Science Research,3,M,01:30pm,04:15pm,University Library Classroom 438,,,,,"Reiners, D.",Full Term
on campus,35,1,0,15426,POS 4152,Urban Politics and Problems,3,T,01:30pm,02:45pm,Academic Building Nine 209,,,,,"Pavelka, S.",Full Term
closed,20,-8,0,11266,POS 4936,Senior Seminar,3,W,01:30pm,04:15pm,Merwin Hall 212,,,,,"Petricevic, V.",Full Term
off campus,6,4,0,16279,POS 4941,Political Science Internship,3,,,,Off Campus Site TBA TBA,,,,,"Green, R.",Full Term
closed,6,0,0,16278,POS 4941,Political Science Internship,6,,,,Off Campus Site TBA TBA,,,,,"Green, R.",Full Term
closed,45,0,0,10885,PPE 4003,Psychology of Personality,3,,,,Online (Virtual),,,,,"Charles, C.",Full Term
closed,45,0,0,15053,PPE 4003,Psychology of Personality,3,,,,Online (Virtual),,,,,"Charles, C.",Full Term
closed,34,0,5,10855,PSB 4002,Brain & Behavior,3,R,10:30am,01:15pm,Griffin Hall 114,,,,,"DiMattina, C.",Session A
closed,45,0,5,10865,PSY 2012,General Psychology,3,,,,Online (Virtual),,,,,"McCormick, M.",Full Term
on campus,45,15,5,10864,PSY 2012,General Psychology,3,T R,09:00am,10:15am,Seidler Hall 114,,,,,"Andersen, S.",Full Term
on campus,45,17,5,10894,PSY 2012,General Psychology,3,W,01:30pm,04:15pm,Griffin Hall 213,,,,,"Underwood, A.",Full Term
closed,45,0,5,15960,PSY 2012,General Psychology,3,,,,Online (Virtual),,,,,"Burt, Z.",Session B
closed,45,0,5,10844,PSY 2012,General Psychology,3,W,01:30pm,04:15pm,Marieb Hall 200,,,,,"Snook, D.",Full Term
on campus,35,35,0,14940,PSY 2012,Hnrs:General Psychology,3,T R,12:00pm,01:15pm,Griffin Hall 109,,,,,"Mize, K.",Full Term
closed,45,0,5,10895,PSY 2012,General Psychology,3,,,,Online (Virtual),,,,,"McCormick, M.",Full Term
on campus,45,20,5,13338,PSY 2012,General Psychology,3,R,04:30pm,07:15pm,Academic Building Nine 211,,,,,"Oztimurlenk, G.",Full Term
distance learning,50,16,5,15219,PSY 2023,Careers in Psychology,1,,,,Online (Virtual),,,,,"Kimbler, K.",Full Term
distance learning,50,12,5,12629,PSY 2023,Careers in Psychology,1,,,,Online (Virtual),,,,,"Kimbler, K.",Full Term
distance learning,50,36,5,12630,PSY 2023,Careers in Psychology,1,,,,Online (Virtual),,,,,"Kimbler, K.",Full Term
distance learning,50,1,5,12628,PSY 2023,Careers in Psychology,1,,,,Online (Virtual),,,,,"Kimbler, K.",Full Term
distance learning,50,29,5,14223,PSY 2023,Careers in Psychology,1,,,,Online (Virtual),,,,,"Kimbler, K.",Full Term
on campus,30,20,5,14917,PSY 3017,Experimental Psychology,3,F,01:30pm,04:15pm,Griffin Hall 111,,,,,"O'Neil, K.",Full Term
closed,30,0,5,10866,PSY 3205,Surv. of Analytical Techniques,3,T R,12:00pm,01:15pm,University Library Classroom 410,,,,,"Underwood, A.",Full Term
closed,30,0,2,14254,PSY 3205,Surv. of Analytical Techniques,3,,,,Online (Virtual),,,,,"Pipitone, R.",Full Term
distance learning,30,18,5,14229,PSY 3205,Surv. of Analytical Techniques,3,,,,Online (Virtual),,,,,"Andersen, S.",Full Term
on campus,25,3,5,12616,PSY 3205,Surv. of Analytical Techniques,3,T R,10:30am,11:45am,Seidler Hall 445,,,,,"Underwood, A.",Full Term
distance learning,30,3,5,10867,PSY 3205,Surv. of Analytical Techniques,3,,,,Online (Virtual),,,,,"Tyler, J.",Full Term
on campus,30,25,5,10886,PSY 3205,Surv. of Analytical Techniques,3,R,10:30am,01:15pm,Griffin Hall 114,,,,,"DiMattina, C.",Session B
on campus,25,9,5,10847,PSY 3213,Research Methods in Psy & Lab,4,T R,03:30pm,05:15pm,Griffin Hall 111,,,,,"Sinclair, S.",Full Term
closed,25,0,5,10845,PSY 3213,Research Methods in Psy & Lab,4,R,01:30pm,03:15pm,Griffin Hall 205,,,,,"Snook, D.",Full Term
distance learning,25,12,0,16092,PSY 3213,Research Methods in Psy & Lab,4,,,,Online (Virtual),,,,,"O'Neil, K.",Full Term
on campus,25,20,5,15934,PSY 3213,Research Methods in Psy & Lab,4,R,11:30am,01:15pm,Reed Hall 144,,,,,"McCormick, M.",Full Term
on campus,25,16,5,15944,PSY 3213,Research Methods in Psy & Lab,4,T R,01:30pm,03:15pm,Reed Hall 144,,,,,"McElroy, G.",Session A
distance learning,25,6,5,10840,PSY 3213,Research Methods in Psy & Lab,4,,,,Online (Virtual),,,,,"Andersen, S.",Full Term
on campus,25,15,5,10842,PSY 3213,Research Methods in Psy & Lab,4,T,11:30am,01:15pm,Reed Hall 144,,,,,"McCormick, M.",Full Term
on campus,25,6,5,13935,PSY 3213,Research Methods in Psy & Lab,4,T R,10:30am,12:15pm,Griffin Hall 111,,,,,"Bourgeois, M.",Session B
closed,25,0,5,14916,PSY 3213,Research Methods in Psy & Lab,4,T,01:30pm,03:15pm,Griffin Hall 205,,,,,"Snook, D.",Full Term
distance learning,25,18,5,13744,PSY 3213,Research Methods in Psy & Lab,4,,,,Online (Virtual),,,,,"Andersen, S.",Full Term
on campus,25,23,5,13743,PSY 3213,Research Methods in Psy & Lab,4,T R,10:30am,12:15pm,Griffin Hall 111,,,,,"McElroy, G.",Session A
on campus,25,7,5,13742,PSY 3213,Research Methods in Psy & Lab,4,T R,01:30pm,03:15pm,Reed Hall 144,,,,,"Bourgeois, M.",Session B
closed,45,0,1,16170,PSY 3832,Sports Psychology,3,,,,Online (Virtual),,,,,"Stanley, C.",Full Term
closed,45,0,2,16136,PSY 3832,Sports Psychology,3,,,,Online (Virtual),,,,,"Stanley, C.",Full Term
closed,45,0,2,15942,PSY 3832,Sports Psychology,3,,,,Online (Virtual),,,,,"Stanley, C.",Full Term
closed,25,0,3,10870,PSY 4048,Senior Seminar in Psychology,3,T R,12:00pm,01:15pm,Griffin Hall 107,,,,,"Kimbler, K.",Session A
distance learning,25,14,5,16251,PSY 4048,Senior Seminar in Psychology,3,,,,Online (Virtual),,,,,"Bourgeois, M.",Session B
on campus,25,14,5,14228,PSY 4048,Senior Seminar in Psychology,3,T R,01:30pm,02:45pm,University Library Classroom 410,,,,,"Schulz, L.",Full Term
closed,25,0,4,12620,PSY 4048,Senior Seminar in Psychology,3,T R,10:30am,11:45am,Reed Hall 139,,,,,"Schuller, K.",Session B
closed,25,0,4,10852,PSY 4048,Senior Seminar in Psychology,3,W,04:30pm,07:15pm,Griffin Hall 109,,,,,"Cox, D.",Full Term
closed,25,0,4,14902,PSY 4048,Senior Seminar in Psychology,3,M W F,01:30pm,02:20pm,Merwin Hall 218,,,,,"Sinclair, S.",Full Term
closed,25,0,3,16135,PSY 4048,Senior Seminar in Psychology,3,,,,Online (Virtual),,,,,"Sinclair, S.",Full Term
on campus,45,32,5,15932,PSY 4604,History & Systems in Psych,3,M W F,09:30am,10:20am,Griffin Hall 172,,,,,"Sinclair, S.",Full Term
off campus,5,5,0,16242,PSY 4913,Directed Study,3,,,,Off Campus Site TBA,,,,,"Salapska-Gelleri, J.",Full Term
off campus,5,5,0,15231,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Sinclair, S.",Full Term
off campus,1,1,0,15285,PSY 4913,Directed Study,2,,,,Off Campus Site TBA TBA,,,,,"Pipitone, R.",Full Term
off campus,10,4,0,10904,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Mize, K.",Full Term
off campus,5,5,0,10902,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"DiMattina, C.",Full Term
off campus,5,5,0,10901,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Kimbler, K.",Full Term
off campus,15,14,0,10900,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Bourgeois, M.",Full Term
off campus,5,5,0,10899,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"McElroy, G.",Full Term
off campus,5,5,0,13094,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"McCormick, M.",Full Term
off campus,5,5,0,15099,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"O'Neil, K.",Full Term
off campus,5,5,0,13080,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Snook, D.",Full Term
off campus,5,5,0,15532,PSY 4913,Directed Study,1,,,,Off Campus Site TBA TBA,,,,,"Schuller, K.",Full Term
on campus,45,41,5,15958,PSY 4930,ST:Attitude&Motive in Wrkplace,3,M W F,10:30am,11:20am,Merwin Hall 124,,,,,"Tyler, J.",Full Term
closed,45,0,5,14941,PSY 4930,ST:Intro to Behavior Analysis,3,T R,09:00am,10:15am,Academic Building Nine 211,,,,,"Lyew Kong, C.",Full Term
distance learning,25,4,5,15531,PSY 4930,ST:Cognitive Neuroscience,3,,,,Online (Virtual),,,,,"Salapska-Gelleri, J.",Full Term
on campus,25,25,0,16212,PSY 4930,ST:Psychology ofSustainability,3,W,01:30pm,04:15pm,Merwin Hall 228,W,12:30pm,02:45pm,Merwin Hall 228,"Schmaltz, M.",Full Term
off campus,30,21,0,10859,PSY 4940,Internship in Psychology,3,,,,Off Campus Site TBA TBA,,,,,"Salapska-Gelleri, J.",Full Term
on campus,35,4,0,15461,PUP 4206,Int'l Environmental Policy,3,T,12:00pm,01:15pm,Reed Hall 146,,,,,"Fryer, M.",Full Term
closed,30,0,2,11710,PUR 3000,Principles of Public Relations,3,T R,12:00pm,01:15pm,Merwin Hall 125,,,,,"Kennedy, M.",Full Term
on campus,35,7,5,11711,PUR 3000,Principles of Public Relations,3,F,01:30pm,04:15pm,Merwin Hall 107,,,,,"Gibson, T.",Full Term
closed,25,0,1,11714,PUR 3100,Public Relations Writing,3,M,01:30pm,04:15pm,Griffin Hall 111,,,,,"Winton, K.",Full Term
on campus,25,20,5,11715,PUR 3104,Advanced PR Writing,3,R,04:30pm,07:15pm,Griffin Hall 205,,,,,"Kennedy, M.",Full Term
on campus,25,11,5,14052,PUR 3104,Advanced PR Writing,3,W,01:30pm,04:15pm,Whitaker Hall 269,,,,,"Winton, K.",Full Term
closed,35,0,4,11709,PUR 3600,Public Relations Strategy,3,T R,01:30pm,02:45pm,Griffin Hall 213,,,,,"Winton, K.",Full Term
on campus,30,16,5,11720,PUR 4420,Nonprofit Public Relations,3,T,05:30pm,08:15pm,Edwards Hall 112,,,,,"Kennedy, M.",Full Term
closed,35,0,0,11718,PUR 4500,Public Relations Research,3,T R,03:00pm,04:15pm,Merwin Hall 124,,,,,"Kennedy, M.",Full Term
on campus,25,2,5,11721,PUR 4800,PR Campaigns/Capstone,3,T R,06:00pm,07:15pm,Merwin Hall 103,,,,,"Winton, K.",Full Term
on campus,25,1,5,11722,PUR 4800,PR Campaigns/Capstone,3,W,04:30pm,07:15pm,Edwards Hall 112,,,,,"Kennedy, M.",Full Term
distance learning,41,4,0,11070,QMB 3302,Business Analytics,3,W,04:30pm,07:15pm,Online (Virtual),W,03:00pm,05:15pm,Online (Virtual),"Daly, E.",Full Term
closed,41,0,0,13790,QMB 3302,Business Analytics,3,T R,01:30pm,02:45pm,Lutgert Hall 2209,T,12:30pm,02:45pm,Lutgert Hall 2209,"Daly, E.",Full Term
on campus,41,16,0,11069,QMB 3302,Business Analytics,3,T R,03:00pm,04:15pm,Lutgert Hall 2209,R,12:30pm,02:45pm,Lutgert Hall 2209,"Daly, E.",Full Term
on campus,30,16,0,13722,QMB 4600,Prescriptive Analytics,3,T R,01:30pm,02:45pm,Lutgert Hall 2212,T,12:30pm,02:45pm,Lutgert Hall 2212,"Kirche, E.",Full Term
distance learning,100,29,20,15318,QMB 6303,Data Driven Decision-Making,3,,,,Online (Virtual),,,,,"Kirche, E.",Session I (7 weeks)
on campus,10,7,2,14387,REA 1105,Reading for Life,2,R,11:30am,01:10pm,Merwin Hall 120,,,,,"Saintine Joseph, F.",Full Term
on campus,35,15,0,13157,RED 4310,Early Literacy Learning,3,T R,09:00am,10:15am,Merwin Hall 212,,,,,"Byrne, M.",Full Term
closed,35,0,0,14285,RED 4310,Early Literacy Learning,3,T R,12:00pm,01:15pm,Merwin Hall 212,,,,,"Byrne, M.",Full Term
on campus,35,13,0,11848,RED 4310,Early Literacy Learning,3,T R,12:00pm,01:15pm,Merwin Hall 231,,,,,"Chailland, C.",Full Term
closed,25,0,0,11851,RED 4344,Methods of Teaching Reading,3,,,,Online (Virtual),,,,,"Cunningham, P.",Full Term
distance learning,25,23,0,16248,RED 4344,Methods of Teaching Reading,3,,,,Online (Virtual),,,,,"Cunningham, P.",Full Term
distance learning,25,9,0,15120,RED 4350,Literacy Content and Processes,3,,,,Online (Virtual),,,,,"Byrne, M.",Full Term
off campus,50,30,0,15817,RED 4942,Pract Assess/Instruc Read,3,F,05:30pm,08:15pm,Off Campus Site TBA TBA,,,,,"Fry, M.",Full Term
distance learning,25,15,0,14786,RED 6545,Vocabulary & Word Study,3,,,,Online (Virtual),,,,,STAFF,Session II (7 weeks)
closed,25,0,0,13587,RED 6656,Instruc Struggling Readers,3,,,,Online (Virtual),,,,,"Martelli, C.",Session I (7 weeks)
distance learning,25,10,0,14766,RED 6656,Instruc Struggling Readers,3,,,,Online (Virtual),,,,,"Martelli, C.",Session II (7 weeks)
